id,name,description,citation_uri,child_ids/0,child_ids/1,child_ids/2,child_ids/3,child_ids/4,child_ids/5,child_ids/6,child_ids/7,child_ids/8,restrictions/0,child_ids/9,child_ids/10,child_ids/11,child_ids/12,positive_examples/0,positive_examples/1,positive_examples/2,positive_examples/3,positive_examples/4,positive_examples/5,positive_examples/6,positive_examples/7,positive_examples/8,positive_examples/9,positive_examples/10,positive_examples/11,positive_examples/12,child_ids/13,child_ids/14,child_ids/15,child_ids/16,child_ids/17,child_ids/18,child_ids/19,child_ids/20,child_ids/21,child_ids/22,child_ids/23,child_ids/24,restrictions/1,child_ids/25,child_ids/26
/m/05148p4,Keyboard (musical),"Sounds of a musical instrument played using a keyboard, most commonly the piano, organ, and various electronic keyboards, including synthesizers and digital pianos.",http://en.wikipedia.org/wiki/Keyboard_instrument,/m/05r5c,/m/013y1f,/m/0l14qv,/m/03q5t,,,,,,,,,,,youtu.be/11bWvQaQhrM?start=440&end=450,youtu.be/E7PfYoBL14c?start=80&end=90,youtu.be/OOKSJ45MgmI?start=30&end=40,youtu.be/8f3xNkAxq8E?start=20&end=30,youtu.be/YfMY4JtzeEA?start=340&end=350,youtu.be/6nTvu7T6cGk?start=30&end=40,youtu.be/_HxoLyv0zA4?start=130&end=140,youtu.be/1wYs3gtvFRk?start=340&end=350,youtu.be/msC0nzoxin4?start=120&end=130,,,,,,,,,,,,,,,,,,,
/m/05r5c,Piano,"Sounds of a musical instrument played via a row of keys that the performer presses down or strikes with the fingers and thumbs of both hands, to trigger a decaying note whose loudness reflects the vigor of the press.",http://en.wikipedia.org/wiki/Piano,/m/01s0ps,,,,,,,,,,,,,,youtu.be/jETQAE_vBQI?start=30&end=40,youtu.be/MvA6dSsIPdM?start=380&end=390,youtu.be/Sq8vJKMiTbA?start=210&end=220,youtu.be/vTCVxCW77wA?start=200&end=210,youtu.be/5IAzn0I7IOs?start=30&end=40,youtu.be/FR9EWioJq6s?start=590&end=600,youtu.be/rPYyIE1lfeA?start=410&end=420,,,,,,,,,,,,,,,,,,,,,
/m/01s0ps,Electric piano,"Sounds of a music instrument with a piano-style keyboard, where pressing keys causes mechanical hammers to strike metal strings, metal reeds, or wire tines, leading to vibrations which are converted into electrical signals by magnetic pickups.",http://en.wikipedia.org/wiki/Electric_piano,/m/025cbm,/m/0bxl5,,,,,,,,,,,,,youtu.be/skeFawZe__U?start=30&end=40,youtu.be/m484xjK104Y?start=20&end=30,youtu.be/ExBXCryXOak?start=80&end=90,youtu.be/-DDiBs4JIxc?start=140&end=150,youtu.be/-YATTKBtmRA?start=190&end=200,,,,,,,,,,,,,,,,,,,,,,,
/m/025cbm,Clavinet,"Sounds of an electrically-amplified keyboard instrument with a distinctive bright staccato sound, popular in funk, jazz-funk, rock, and soul songs.",http://en.wikipedia.org/wiki/Clavinet,,,,,,,,,,blacklist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/m/0bxl5,Rhodes piano,"Sounds of an electric piano invented by Harold Rhodes in which the hammers strike thin metal tines, which are then amplified via an electromagnetic pickup.",http://en.wikipedia.org/wiki/Rhodes_piano,,,,,,,,,,blacklist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/m/013y1f,Organ,"Sounds of a keyboard instrument of one or more pipe divisions, each played with its own keyboard, played either with the hands on a keyboard or with the feet using pedals. Unlike the piano, organ notes typically sustain while the key is depressed, rather than dying away.",http://en.wikipedia.org/wiki/Organ_(music),/m/03xq_f,/m/03gvt,,,,,,,,,,,,,youtu.be/ddoz52PLnnM?start=480&end=490,youtu.be/-JXGBn-QDFY?start=60&end=70,youtu.be/BBfp97N31ag?start=30&end=40,youtu.be/tkPPIT_n4NQ?start=60&end=70,youtu.be/XW2nILE5__g?start=80&end=90,youtu.be/Kvpav8cFKhM?start=100&end=110,youtu.be/VGwNAk50fcQ?start=50&end=60,,,,,,,,,,,,,,,,,,,,,
/m/03xq_f,Electronic organ,Sounds of an electronic keyboard instrument designed to imitate the sound of the pipe organ.,http://en.wikipedia.org/wiki/Electronic_organ,,,,,,,,,,,,,,,youtu.be/3KEPeUOABxc?start=30&end=40,youtu.be/uE2oHfgljwE?start=230&end=240,youtu.be/dyxYEQbWAxM?start=60&end=70,youtu.be/sFq05nFNw4k?start=150&end=160,youtu.be/nl0nKw-1VkU?start=30&end=40,youtu.be/pk8CAgk7tHU?start=310&end=320,youtu.be/zaw7smD79XA?start=40&end=50,,,,,,,,,,,,,,,,,,,,,
/m/03gvt,Hammond organ,Sounds of an electric organ invented by Laurens Hammond and John M. Hanert in which sliding drawbars create a variety of sounds.,http://en.wikipedia.org/wiki/Hammond_organ,,,,,,,,,,,,,,,youtu.be/d9r_kYpOvW8?start=30&end=40,youtu.be/BjPvQnVQsOw?start=20&end=30,youtu.be/YQSYAXHgZ24?start=30&end=40,youtu.be/UxOSSoMg7eA?start=30&end=40,youtu.be/n6JP70Sr76k?start=10&end=20,youtu.be/2eP3SBgYDEQ?start=30&end=40,youtu.be/aDJDaIgme3k?start=30&end=40,youtu.be/HH3qmmKao2E?start=100&end=110,,,,,,,,,,,,,,,,,,,,
/m/0l14qv,Synthesizer,"Sounds associated with an electronic musical instrument that generates electric signals converted to sound through amplifiers and loudspeakers or headphones. Synthesizers may imitate instruments such as piano, organ, flute, or vocals; or they may generate novel electronic timbres.",http://en.wikipedia.org/wiki/Synthesizer,/m/01v1d8,/m/0gkd1,,,,,,,,,,,,,youtu.be/DQ5KwZ2qBMY?start=390&end=400,youtu.be/wb6eNKCdmgc?start=290&end=300,youtu.be/drDfZAkVi4k?start=500&end=510,youtu.be/XBDxkLByWRQ?start=130&end=140,youtu.be/vxJ_lQpZcRk?start=550&end=560,youtu.be/xlEZYQOt9-Q?start=210&end=220,,,,,,,,,,,,,,,,,,,,,,
/m/01v1d8,Sampler,"Sounds suggesting the use of an electronic musical instrument that uses recordings of sounds loaded or recorded into it by the user, then played back by means of the sampler program itself, a keyboard, sequencer, or another triggering device.",http://en.wikipedia.org/wiki/Sampler_(musical_instrument),,,,,,,,,,,,,,,youtu.be/P_Tr82fXp54?start=30&end=40,youtu.be/EJXeCTtWX1I?start=200&end=210,youtu.be/RNN-S-X61qM?start=30&end=40,youtu.be/2KkNk9Ao7G4?start=150&end=160,youtu.be/D0ZsJnmBde0?start=30&end=40,youtu.be/CsGMebE_xgk?start=30&end=40,youtu.be/9RBzsjga73s?start=10&end=20,youtu.be/OMoXXckByJI?start=50&end=60,youtu.be/bMp1fPnQyWo?start=30&end=40,,,,,,,,,,,,,,,,,,,
/m/0gkd1,Mellotron,"Sounds of an electro-mechanical, polyphonic tape replay keyboard in which each note is produced by a separate piece of pre-recorded tape, supplied in a corresponding set to simulate a particular instrument.",http://en.wikipedia.org/wiki/Mellotron,,,,,,,,,,blacklist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/m/03q5t,Harpsichord,Sounds of a keyboard-controlled instrument in which each key plucks a particular string.,http://en.wikipedia.org/wiki/Harpsichord,,,,,,,,,,,,,,,youtu.be/3QyBsEwyI4g?start=230&end=240,youtu.be/kaYBmFJzseo?start=400&end=410,youtu.be/S_zInSBhWhU?start=100&end=110,,,,,,,,,,,,,,,,,,,,,,,,,
/m/0l14md,Percussion,"The sound of a musical instrument that is sounded by being struck or scraped by a beater; struck, scraped or rubbed by hand; or struck against another similar instrument.",http://en.wikipedia.org/wiki/Percussion_instrument,/m/02hnl,/m/026t6,/m/01qbl,/m/0239kh,/m/01sm1g,/m/07brj,/m/05r5wn,/m/0mbct,/m/016622,,/m/0j45pbj,,,,youtu.be/cEvgKicGrNs?start=30&end=40,youtu.be/OK5Ev_1OcbU?start=220&end=230,youtu.be/LszgixYT18E?start=30&end=40,youtu.be/3yMo8i-ws7o?start=30&end=40,youtu.be/dxPcrVYlaX8?start=30&end=40,youtu.be/HFVIKa0XcPg?start=30&end=40,youtu.be/x22NHqwKSNE?start=90&end=100,,,,,,,,,,,,,,,,,,,,,
/m/02hnl,Drum kit,"Sounds of a collection of drums and other percussion instruments, typically cymbals, which are set up on stands to be played by a single player with drumsticks held in both hands and the feet operating pedals that control the hi-hat cymbal and the beater for the bass drum.",http://en.wikipedia.org/wiki/Drum_kit,/m/0cfdd,,,,,,,,,,,,,,youtu.be/-VqHJfjcNl8?start=70&end=80,youtu.be/-kgUDrfLbKw?start=10&end=20,youtu.be/a7N-Oa4NKKI?start=30&end=40,youtu.be/BuHnSV6592c?start=30&end=40,youtu.be/klUmhkMVtN8?start=70&end=80,youtu.be/hcjHzFKgXSE?start=30&end=40,youtu.be/xaHjFAy54dU?start=40&end=50,youtu.be/p9Rh85FgFYk?start=90&end=100,youtu.be/lhH4TTaAQvU?start=150&end=160,,,,,,,,,,,,,,,,,,,
/m/0cfdd,Drum machine,"Sounds of an electronic musical instrument designed to imitate the sound of drums, cymbals, other percussion instruments, and often basslines.",http://en.wikipedia.org/wiki/Drum_machine,,,,,,,,,,,,,,,youtu.be/OEpMpYMjO9Y?start=30&end=40,youtu.be/UmoQDRfLpiI?start=30&end=40,youtu.be/0ZwxHoPdHqI?start=20&end=30,youtu.be/aONVSrSlbYM?start=70&end=80,youtu.be/EzALQdZ5RnI?start=30&end=40,youtu.be/_jdcbOFrg4Q?start=360&end=370,youtu.be/sfiDHExt6rI?start=10&end=20,,,,,,,,,,,,,,,,,,,,,
/m/026t6,Drum,"The sound of an instrument consisting of at least one membrane, called a drumhead or drum skin, that is stretched over a shell and struck, either directly with the player's hands, or with a drum stick, to produce sound.",http://en.wikipedia.org/wiki/Drum,/m/06rvn,/m/0bm02,/m/011k_j,/m/01p970,,,,,,,,,,,youtu.be/65uPPy5e8oI?start=30&end=40,youtu.be/GZ-jXUN0Hpg?start=70&end=80,youtu.be/P1f09xVBNTc?start=150&end=160,youtu.be/lYALJ6L251c?start=320&end=330,youtu.be/EyopPrqUxcU?start=180&end=190,youtu.be/6WdMSnWhppk?start=280&end=290,youtu.be/2ZEkawx_eL8?start=120&end=130,youtu.be/7E4uaC3YkHM?start=60&end=70,youtu.be/aJpy-R7ZFb8?start=30&end=40,,,,,,,,,,,,,,,,,,,
/m/06rvn,Snare drum,"The sound of a drum that produces a sharp staccato sound by virtue of metal coils (the ""snare"") stretched across one of the membranes.",http://en.wikipedia.org/wiki/Snare_drum,/m/03t3fj,/m/02k_mr,,,,,,,,,,,,,youtu.be/1vhU7Zn-VBM?start=270&end=280,youtu.be/_U8C951VmOc?start=30&end=40,youtu.be/rZa2PFRUfyg?start=90&end=100,youtu.be/UtlddariDo4?start=60&end=70,youtu.be/3e7FToRhcTE?start=40&end=50,youtu.be/7BEUpZOEFAQ?start=100&end=110,youtu.be/dAAfKqP13QE?start=30&end=40,youtu.be/B6XqwiZ_cmE?start=40&end=50,youtu.be/kmiLtUMZPeA?start=60&end=70,,,,,,,,,,,,,,,,,,,
/m/03t3fj,Rimshot,The sound of an accented snare drum beat produced by simultaneously hitting the rim and head of a drum with a drum stick.,http://en.wikipedia.org/wiki/Rimshot,,,,,,,,,,,,,,,youtu.be/BZLfT6ZqGHU?start=30&end=40,youtu.be/1dXUNNc180g?start=270&end=280,youtu.be/BMpPQuKbJ6U?start=30&end=40,youtu.be/6ao2_JxtXjU?start=60&end=70,youtu.be/-cNY6fbbldY?start=30&end=40,youtu.be/LrLz1wRVdbg?start=30&end=40,youtu.be/1Og2YfIVZKQ?start=20&end=30,youtu.be/B6XqwiZ_cmE?start=40&end=50,youtu.be/1Yw69hcsaYg?start=30&end=40,youtu.be/1hTljKxD8aY?start=320&end=330,,,,,,,,,,,,,,,,,,
/m/02k_mr,Drum roll,"A sustained sound produced by multiple, rapid strikes between drum sticks and drum, made possible by bouncing alternating sticks off the head to produce a temporally dense sequence.",http://en.wikipedia.org/wiki/Drum_roll,,,,,,,,,,,,,,,youtu.be/-r-iX1t7eE8?start=420&end=430,youtu.be/vBHIihIl_vg?start=50&end=60,youtu.be/jBIJvd3pUYE?start=230&end=240,youtu.be/SC8RGKfaJrQ?start=60&end=70,,,,,,,,,,,,,,,,,,,,,,,,
/m/0bm02,Bass drum,The sound of a large drum that produces a note of low definite or indefinite pitch.,http://en.wikipedia.org/wiki/Bass_drum,,,,,,,,,,,,,,,youtu.be/umIND3KZyqs?start=70&end=80,youtu.be/h1L06porcL0?start=220&end=230,youtu.be/khRBhDUyLb0?start=360&end=370,youtu.be/ts76TqD6eiQ?start=30&end=40,youtu.be/k36gVPLVPU4?start=50&end=60,youtu.be/vYoHjD5slzg?start=80&end=90,youtu.be/yTgBSKCZ1ag?start=240&end=250,youtu.be/fokECmrANcs?start=310&end=320,youtu.be/cBJGUfPyGcw?start=30&end=40,,,,,,,,,,,,,,,,,,,
/m/011k_j,Timpani,"The sound of an orchestral drum consisting of a skin stretched over a large bowl traditionally made of copper, where the head is tensioned to produce an identifiable pitch.",http://en.wikipedia.org/wiki/Timpani,,,,,,,,,,,,,,,youtu.be/oczQMKP1GlU?start=190&end=200,youtu.be/QVouc9CpXiw?start=30&end=40,youtu.be/aoJ9P5IatjU?start=440&end=450,youtu.be/boCwqpKwWsY?start=110&end=120,youtu.be/IsFkruyADHc?start=410&end=420,youtu.be/FzcVZOICJeU?start=240&end=250,,,,,,,,,,,,,,,,,,,,,,
/m/01p970,Tabla,"The sound of a classical Hindustani percussion instrument consisting of a pair of hand drums of contrasting sizes and timbres, producing distinct pitches when struck. The larger drum has a pitch that can be manipulated with the player's hand.",http://en.wikipedia.org/wiki/Tabla,,,,,,,,,,,,,,,youtu.be/WXUfeWxCKlI?start=250&end=260,youtu.be/FwW2Rjd-Rds?start=70&end=80,youtu.be/5FQI0Fzt57Q?start=10&end=20,youtu.be/OVkxmOGRzEk?start=270&end=280,youtu.be/m9qHnNaAskw?start=100&end=110,youtu.be/8fA1_gzERUE?start=20&end=30,youtu.be/XmIRBoXWbQ0?start=190&end=200,,,,,,,,,,,,,,,,,,,,,
/m/01qbl,Cymbal,"The sound of a percussion instrument consisting of thin, normally round plates of various alloys. They may be used in pairs, struck together, or as single cymbals struck with sticks.",http://en.wikipedia.org/wiki/Cymbal,/m/03qtq,/m/0bm0k,,,,,,,,,,,,,youtu.be/0nURxLEqvRc?start=170&end=180,youtu.be/JnrAsNneLbo?start=110&end=120,youtu.be/hZaqDtQprgI?start=130&end=140,youtu.be/CBi8zo190Rc?start=70&end=80,youtu.be/I6rouB_37sE?start=80&end=90,youtu.be/MQ5RUPOYTRI?start=30&end=40,youtu.be/2FViTj8j_oc?start=250&end=260,youtu.be/AQ4y-cd5jTc?start=70&end=80,,,,,,,,,,,,,,,,,,,,
/m/03qtq,Hi-hat,"The sound of a mating pair of small cymbals mounted atop one-another on a stand, the bottom fixed and the top activated up and down by a foot pedal. The rate of decay of the sound is changed between a shimmering and sharp effect by pressing on the pedal.",http://en.wikipedia.org/wiki/Hi-hat,,,,,,,,,,,,,,,youtu.be/Jo-Rlw1dl0Y?start=70&end=80,youtu.be/jEgdYuCQPtk?start=30&end=40,youtu.be/4LPBTlzBfgU?start=230&end=240,youtu.be/AVwL9t-Hhlw?start=30&end=40,youtu.be/-A743FXw0VE?start=140&end=150,,,,,,,,,,,,,,,,,,,,,,,
/m/0bm0k,Crash cymbal,"The sound of a cymbal that produces a loud, sharp ""crash"" used for occasional accents.",http://en.wikipedia.org/wiki/Crash_cymbal,,,,,,,,,,blacklist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/m/01sm1g,Wood block,"The sound of a small slit drum made from a single piece of wood, making a very short, clean sound.",http://en.wikipedia.org/wiki/Wood_block,,,,,,,,,,,,,,,youtu.be/4qxz8m23ZCk?start=3&end=13,youtu.be/4uBq4jhmsEw?start=3&end=13,youtu.be/nHPrHjUaPDI?start=70&end=80,youtu.be/pKk1OLOBap4?start=220&end=230,,,,,,,,,,,,,,,,,,,,,,,,
/m/07brj,Tambourine,"The sound of a musical instrument consisting of a frame with pairs of small metal jingles. There is often a drumhead stretched across the frame, and the instrument is usually played by striking the frame or head with the hand.",http://en.wikipedia.org/wiki/Tambourine,,,,,,,,,,,,,,,youtu.be/brAD8wCj00U?start=16&end=26,youtu.be/sQY6hx71INQ?start=30&end=40,youtu.be/U6aLiMIlqCc?start=250&end=260,youtu.be/dlB9D-tD8Jg?start=13&end=23,youtu.be/3P9Mp5FjMPo?start=120&end=130,youtu.be/g-erbiFIy30?start=310&end=320,youtu.be/gDnJoHpSL4M?start=40&end=50,youtu.be/mU6cfEWw5Og?start=180&end=190,youtu.be/U716X--8X18?start=150&end=160,youtu.be/1ycXNv1vgFs?start=20&end=30,,,,,,,,,,,,,,,,,,
/m/05r5wn,Rattle (instrument),"The sound of an instrument that produces a sound when shaken, usually consisting of a closed rigid shell containing numerous small particles that strike the shell when shaken.",http://en.wikipedia.org/wiki/Rattle_(percussion_instrument),/m/0xzly,,,,,,,,,,,,,,youtu.be/ZJtY7zzYROI?start=10&end=20,youtu.be/L7VmcEuksqs?start=120&end=130,youtu.be/FAhfuP_xh5Y?start=450&end=460,youtu.be/kNMqGt7SNMo?start=10&end=20,youtu.be/Z05m7IQ3-b0?start=110&end=120,,,,,,,,,,,,,,,,,,,,,,,
/m/0xzly,Maraca,"The sound of a specific kind of rattle that appears in many genres of Caribbean and Latin music. Players hold them by their handles, usually in pairs, and shake them.",http://en.wikipedia.org/wiki/Maraca,,,,,,,,,,,,,,,youtu.be/tx39HB2qQfg?start=160&end=170,youtu.be/UH--XDDtwUA?start=50&end=60,youtu.be/BBncSiS4-jg?start=30&end=40,youtu.be/UxKwjMKGLhQ?start=80&end=90,,,,,,,,,,,,,,,,,,,,,,,,
/m/0mbct,Gong,"The sound of a musical percussion instrument consisting of a flat, circular metal disc which is hit with a mallet.",http://en.wikipedia.org/wiki/Gong,,,,,,,,,,,,,,,youtu.be/JUrbfbmArBQ?start=290&end=300,youtu.be/cj3eSVIrKs8?start=50&end=60,youtu.be/ShuwAKNiOsc?start=30&end=40,,,,,,,,,,,,,,,,,,,,,,,,,
/m/016622,Tubular bells,"Sounds of tuned percussion instruments consisting of a metal tube, tuned by altering its length in the range C4-F5.",http://en.wikipedia.org/wiki/Tubular_bells,,,,,,,,,,,,,,,youtu.be/-bE5twf76Jw?start=30&end=40,youtu.be/Ht3AjqvgRq0?start=20&end=30,youtu.be/JKZ-_CVEJKY?start=210&end=220,,,,,,,,,,,,,,,,,,,,,,,,,
/m/0j45pbj,Mallet percussion,"Sounds of melodic percussion instruments consisting of an array of elements, one for each note, played with mallets.",http://en.wikipedia.org/wiki/Mallet_percussion,/m/0dwsp,/m/0dwtp,/m/0dwt5,/m/0l156b,,,,,,,,,,,youtu.be/Xk5sz4pmOdw?start=180&end=190,youtu.be/1WYJ1qfQghA?start=30&end=40,youtu.be/ZTu4mSOhOrU?start=190&end=200,youtu.be/Z7jt1J4zpys?start=80&end=90,youtu.be/soKp5kWpZAI?start=20&end=30,youtu.be/OIeyYgZknyM?start=80&end=90,,,,,,,,,,,,,,,,,,,,,,
/m/0dwsp,"Marimba, xylophone",Sounds of a percussion instrument consisting of a set of wooden bars struck with mallets to produce musical tones. Resonators suspended underneath the bars may amplify their sound.,http://en.wikipedia.org/wiki/Marimba,,,,,,,,,,,,,,,youtu.be/boCwqpKwWsY?start=20&end=30,youtu.be/Vvqf6rxvnJ8?start=40&end=50,youtu.be/UB-F2trb4Fs?start=510&end=520,youtu.be/ht4GN2h5bYo?start=440&end=450,youtu.be/-iqoiKgKNYE?start=30&end=40,,,,,,,,,,,,,,,,,,,,,,,
/m/0dwtp,Glockenspiel,Sounds of a percussion instrument composed of a set of tuned metal plates or tubes laid out like the keyboard of a piano.,http://en.wikipedia.org/wiki/Glockenspiel,,,,,,,,,,,,,,,youtu.be/jAuskt6flA4?start=110&end=120,youtu.be/66B8oYpHKfc?start=20&end=30,youtu.be/LCUwzeqbhdY?start=40&end=50,youtu.be/gJopkFkV6ho?start=20&end=30,youtu.be/P9_5_2tHTM8?start=170&end=180,,,,,,,,,,,,,,,,,,,,,,,
/m/0dwt5,Vibraphone,Sounds of a tuned mallet percussion instrument similar to a xylophone or glockenspiel with the addition a motor-driven valve on each resonator that produce a tremolo or vibrato effect.,http://en.wikipedia.org/wiki/Vibraphone,,,,,,,,,,,,,,,youtu.be/2M-P1FB9QAk?start=10&end=20,youtu.be/mAbApaNedVc?start=230&end=240,youtu.be/eXTErlP38Cc?start=60&end=70,youtu.be/7i3HNSNwz4s?start=60&end=70,youtu.be/VeITc7tV24k?start=420&end=430,youtu.be/XDtWBZ0EUBk?start=50&end=60,,,,,,,,,,,,,,,,,,,,,,
/m/0l156b,Steelpan,Sounds of a tuned percussion instrument originally constructed from steel oil drums by hammering out small patches on the head to produce separate pitches.,http://en.wikipedia.org/wiki/Steelpan,,,,,,,,,,,,,,,youtu.be/kMwTShj-LnY?start=90&end=100,youtu.be/ZTfCj_u1wu0?start=80&end=90,youtu.be/XC_k5KRn0yc?start=70&end=80,youtu.be/qNIJV7f0CRY?start=430&end=440,youtu.be/x56KbBd4wGU?start=40&end=50,youtu.be/SxyxQndQL8g?start=30&end=40,youtu.be/H_uOu7ipuYk?start=70&end=80,,,,,,,,,,,,,,,,,,,,,
/m/05pd6,Orchestra,"The sound of a large instrumental ensemble (a dozen or more people), often used in classical music, that contains sections of string, brass, woodwind, and percussion instruments.",http://en.wikipedia.org/wiki/Orchestra,,,,,,,,,,,,,,,youtu.be/AdXeApNvWEs?start=30&end=40,youtu.be/INDEchOtcAs?start=140&end=150,youtu.be/i1orsU9GvV4?start=210&end=220,youtu.be/McaaPRnasK4?start=100&end=110,youtu.be/XVocggdVOQU?start=30&end=40,youtu.be/_LI3WVnOjPI?start=310&end=320,youtu.be/57bXQfZlbzY?start=240&end=250,,,,,,,,,,,,,,,,,,,,,
/m/01kcd,Brass instrument,The sound of a musical instrument that produces sound by vibration of air in a tubular resonator in sympathy with the vibration of the player's lips.,http://en.wikipedia.org/wiki/Brass_instrument,/m/0319l,/m/07gql,/m/07c6l,/m/020w2,/m/0y64j,,,,,,,,,,youtu.be/MQJSNWtvojI?start=10&end=20,youtu.be/PaupGh4ZNpM?start=250&end=260,youtu.be/2XAA3oS6ws4?start=170&end=180,youtu.be/-k6TMxNASFQ?start=490&end=500,youtu.be/uG4zreyH1Yo?start=60&end=70,youtu.be/P3EpQMrRtpQ?start=40&end=50,youtu.be/Di7Rs4QmYKI?start=150&end=160,youtu.be/UB0P7ZG8DDg?start=20&end=30,youtu.be/qhYax0Adtas?start=60&end=70,,,,,,,,,,,,,,,,,,,
/m/0319l,French horn,The sound of a brass instrument made of tubing wrapped into a coil with a flared bell. A modern French horn includes valves to control pitch by routing air into extra sections of tubing.,http://en.wikipedia.org/wiki/French_horn,,,,,,,,,,,,,,,youtu.be/FfAGd9uFcuc?start=29&end=39,youtu.be/dSAFI_547oQ?start=30&end=40,youtu.be/wQhycJsKSPE?start=340&end=350,youtu.be/EWnC6IbYpgs?start=440&end=450,,,,,,,,,,,,,,,,,,,,,,,,
/m/07gql,Trumpet,"The sound of a high-pitched brass instruments played by blowing air through almost-closed lips, producing a ""buzzing"" sound that starts a standing wave vibration in the air column inside the instrument.",http://en.wikipedia.org/wiki/Trumpet,,,,,,,,,,,,,,,youtu.be/TaBJtSIFxNI?start=230&end=240,youtu.be/2NY5vr-zuPk?start=30&end=40,youtu.be/K6m0jA-zqkM?start=20&end=30,youtu.be/jzlD88TWgAY?start=30&end=40,youtu.be/eiVonYZuzUc?start=30&end=40,youtu.be/njmeO5JDRAI?start=150&end=160,,,,,,,,,,,,,,,,,,,,,,
/m/07c6l,Trombone,The sound of a brass instrument that includes a telescoping slide mechanism that varies the length of the instrument to change the pitch.,http://en.wikipedia.org/wiki/Trombone,,,,,,,,,,,,,,,youtu.be/o6Lm-qQZM-w?start=30&end=40,youtu.be/2DiNEVtvTlM?start=10&end=20,youtu.be/TNG8t6gCDRI?start=440&end=450,youtu.be/cTAZpiMmQ7E?start=40&end=50,youtu.be/EU4RunterMg?start=110&end=120,youtu.be/-3OxjnEhi3A?start=15&end=25,,,,,,,,,,,,,,,,,,,,,,
/m/020w2,Cornet,"The sound of a brass instrument distinguished from a trumpet by its conical bore, more compact shape, and mellower tone quality.",http://en.wikipedia.org/wiki/Cornet,,,,,,,,,,blacklist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/m/0y64j,Bugle,The sound of a simple brass instrument with no valves or other pitch-altering devices. All pitch control is done by varying the player's embouchure.,http://en.wikipedia.org/wiki/Bugle,,,,,,,,,,blacklist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/m/0l14_3,Bowed string instrument,"Sounds of the subcategory of string instruments that are usually played by a bow rubbing the strings.  Examples may include other playing techniques for these instruments, such as plucking.",http://en.wikipedia.org/wiki/Bowed_string_instrument,/m/02qmj0d,/m/07y_7,/m/01xqw,/m/02fsn,,,,,,,,,,,youtu.be/VicqlR2dxTQ?start=20&end=30,youtu.be/RK7KFZ9SWOc?start=30&end=40,youtu.be/ucZ5P4EvFe0?start=140&end=150,youtu.be/Pk5X4JnfT8o?start=220&end=230,youtu.be/XxhwXQcX58Y?start=60&end=70,youtu.be/SyXlIXHKfes?start=510&end=520,,,,,,,,,,,,,,,,,,,,,,
/m/02qmj0d,String section,The sound of a group of string instruments typically present in a standard classical orchestra.,http://en.wikipedia.org/wiki/String_section,,,,,,,,,,,,,,,youtu.be/59bu7JPOqR8?start=80&end=90,youtu.be/rBOkr_DAlK4?start=500&end=510,youtu.be/xKmDVsO2uSw?start=10&end=20,youtu.be/ich_-wya6Cs?start=60&end=70,youtu.be/SrQRhZVLFI0?start=530&end=540,,,,,,,,,,,,,,,,,,,,,,,
/m/07y_7,"Violin, fiddle","The sound of a wooden string instrument, typically with four strings tuned in perfect fifths, that is most commonly played by drawing a bow across its strings, though it can also be played by plucking the strings.",http://en.wikipedia.org/wiki/Violin,/m/0d8_n,,,,,,,,,,,,,,youtu.be/5HLDUExzhYU?start=30&end=40,youtu.be/DY9Xm0boaeA?start=30&end=40,youtu.be/qTeVf7bOztU?start=30&end=40,youtu.be/lzp88JPSpJE?start=130&end=140,youtu.be/-fFHHJmhnuM?start=10&end=20,youtu.be/QJPNBp9eI5M?start=80&end=90,youtu.be/9a572z81TIw?start=30&end=40,youtu.be/OiEPSWBQMl0?start=30&end=40,youtu.be/JyiVnMB8Z1A?start=30&end=40,youtu.be/2KffWn62wZ4?start=6&end=16,,,,,,,,,,,,,,,,,,
/m/0d8_n,Pizzicato,The sound of playing a stringed instrument that is usually bowed (such as a violin) by plucking the strings with the fingers.,http://en.wikipedia.org/wiki/Pizzicato,,,,,,,,,,,,,,,youtu.be/6DMtphlHzTM?start=30&end=40,youtu.be/6cVpV4lX3wE?start=30&end=40,youtu.be/8Wsmo4nUcUE?start=30&end=40,,,,,,,,,,,,,,,,,,,,,,,,,
